"country","agerange","min_age","max_age","sex","av_los","hosp_reason","icd10","reference_year","reference"
"lu","Y10-14",10,14,"F",1,"other lrti","J20-J22",2016,"eurostat"
"lu","Y10-14",10,14,"M",2,"all rt","J",2016,"eurostat"
"lu","Y10-14",10,14,"M",1.7,"urti/inf","J00-J11",2016,"eurostat"
"lu","Y10-14",10,14,"M",3.3,"pneumonia","J12-J18",2016,"eurostat"
"lu","Y10-14",10,14,"M",3.3,"other lrti","J20-J22",2016,"eurostat"
"pt","Y10-14",10,14,"F",2.9,"all rt","J",2015,"eurostat"
"pt","Y10-14",10,14,"F",4.9,"urti/inf","J00-J11",2015,"eurostat"
"pt","Y10-14",10,14,"F",5.6,"pneumonia","J12-J18",2015,"eurostat"
"pt","Y10-14",10,14,"F",4.5,"other lrti","J20-J22",2015,"eurostat"
"pt","Y10-14",10,14,"M",3.8,"all rt","J",2015,"eurostat"
"pt","Y10-14",10,14,"M",5.2,"urti/inf","J00-J11",2015,"eurostat"
"pt","Y10-14",10,14,"M",10.4,"pneumonia","J12-J18",2015,"eurostat"
"pt","Y10-14",10,14,"M",4.1,"other lrti","J20-J22",2015,"eurostat"
"be","Y15-19",15,19,"F",2.3,"all rt","J",2018,"eurostat"
"be","Y15-19",15,19,"F",2.3,"urti/inf","J00-J11",2018,"eurostat"
"be","Y15-19",15,19,"F",5.8,"pneumonia","J12-J18",2018,"eurostat"
"be","Y15-19",15,19,"F",4.1,"other lrti","J20-J22",2018,"eurostat"
"be","Y15-19",15,19,"M",3.1,"all rt","J",2018,"eurostat"
"be","Y15-19",15,19,"M",3.1,"urti/inf","J00-J11",2018,"eurostat"
"be","Y15-19",15,19,"M",6.8,"pneumonia","J12-J18",2018,"eurostat"
"be","Y15-19",15,19,"M",2.9,"other lrti","J20-J22",2018,"eurostat"
"ch","Y15-19",15,19,"F",2.8,"all rt","J",2018,"eurostat"
"ch","Y15-19",15,19,"F",2.9,"urti/inf","J00-J11",2018,"eurostat"
"ch","Y15-19",15,19,"F",5.3,"pneumonia","J12-J18",2018,"eurostat"
"ch","Y15-19",15,19,"F",3.7,"other lrti","J20-J22",2018,"eurostat"
"ch","Y15-19",15,19,"M",3.3,"all rt","J",2018,"eurostat"
"ch","Y15-19",15,19,"M",3,"urti/inf","J00-J11",2018,"eurostat"
"ch","Y15-19",15,19,"M",4.8,"pneumonia","J12-J18",2018,"eurostat"
"ch","Y15-19",15,19,"M",4.5,"other lrti","J20-J22",2018,"eurostat"
"cy","Y15-19",15,19,"F",3.6,"all rt","J",2018,"eurostat"
"cy","Y15-19",15,19,"F",3.8,"urti/inf","J00-J11",2018,"eurostat"
"cy","Y15-19",15,19,"F",4,"pneumonia","J12-J18",2018,"eurostat"
"cy","Y15-19",15,19,"F",1.5,"other lrti","J20-J22",2018,"eurostat"
"cy","Y15-19",15,19,"M",4.5,"all rt","J",2018,"eurostat"
"cy","Y15-19",15,19,"M",5,"urti/inf","J00-J11",2018,"eurostat"
"cy","Y15-19",15,19,"M",4.5,"pneumonia","J12-J18",2018,"eurostat"
"cy","Y15-19",15,19,"M",5.7,"other lrti","J20-J22",2018,"eurostat"
"cz","Y15-19",15,19,"F",5.7,"all rt","J",2018,"eurostat"
"cz","Y15-19",15,19,"F",3.8,"urti/inf","J00-J11",2018,"eurostat"
"cz","Y15-19",15,19,"F",6.8,"pneumonia","J12-J18",2018,"eurostat"
"cz","Y15-19",15,19,"F",4.7,"other lrti","J20-J22",2018,"eurostat"
"cz","Y15-19",15,19,"M",6.4,"all rt","J",2018,"eurostat"
"cz","Y15-19",15,19,"M",3.7,"urti/inf","J00-J11",2018,"eurostat"
"cz","Y15-19",15,19,"M",7.6,"pneumonia","J12-J18",2018,"eurostat"
"cz","Y15-19",15,19,"M",6.1,"other lrti","J20-J22",2018,"eurostat"
"es","Y15-19",15,19,"F",2.8,"all rt","J",2018,"eurostat"
"es","Y15-19",15,19,"F",2.7,"urti/inf","J00-J11",2018,"eurostat"
"es","Y15-19",15,19,"F",5.5,"pneumonia","J12-J18",2018,"eurostat"
"es","Y15-19",15,19,"F",4.4,"other lrti","J20-J22",2018,"eurostat"
"es","Y15-19",15,19,"M",3.4,"all rt","J",2018,"eurostat"
"es","Y15-19",15,19,"M",2.8,"urti/inf","J00-J11",2018,"eurostat"
"es","Y15-19",15,19,"M",5.6,"pneumonia","J12-J18",2018,"eurostat"
"es","Y15-19",15,19,"M",4.2,"other lrti","J20-J22",2018,"eurostat"
"fi","Y15-19",15,19,"F",2.5,"all rt","J",2018,"eurostat"
"fi","Y15-19",15,19,"F",2.1,"urti/inf","J00-J11",2018,"eurostat"
"fi","Y15-19",15,19,"F",3.5,"pneumonia","J12-J18",2018,"eurostat"
"fi","Y15-19",15,19,"F",2.7,"other lrti","J20-J22",2018,"eurostat"
"fi","Y15-19",15,19,"M",2.9,"all rt","J",2018,"eurostat"
"fi","Y15-19",15,19,"M",2.1,"urti/inf","J00-J11",2018,"eurostat"
"fi","Y15-19",15,19,"M",3.6,"pneumonia","J12-J18",2018,"eurostat"
"fi","Y15-19",15,19,"M",2.4,"other lrti","J20-J22",2018,"eurostat"
"fr","Y15-19",15,19,"F",2.8,"all rt","J",2018,"eurostat"
"fr","Y15-19",15,19,"F",2.4,"urti/inf","J00-J11",2018,"eurostat"
"fr","Y15-19",15,19,"F",5.6,"pneumonia","J12-J18",2018,"eurostat"
"fr","Y15-19",15,19,"F",3.5,"other lrti","J20-J22",2018,"eurostat"
"fr","Y15-19",15,19,"M",3.8,"all rt","J",2018,"eurostat"
"fr","Y15-19",15,19,"M",2.7,"urti/inf","J00-J11",2018,"eurostat"
"fr","Y15-19",15,19,"M",6.1,"pneumonia","J12-J18",2018,"eurostat"
"fr","Y15-19",15,19,"M",5.4,"other lrti","J20-J22",2018,"eurostat"
"hr","Y15-19",15,19,"F",5.6,"all rt","J",2018,"eurostat"
"hr","Y15-19",15,19,"F",4,"urti/inf","J00-J11",2018,"eurostat"
"hr","Y15-19",15,19,"F",6.7,"pneumonia","J12-J18",2018,"eurostat"
"hr","Y15-19",15,19,"F",3.3,"other lrti","J20-J22",2018,"eurostat"
"hr","Y15-19",15,19,"M",7,"all rt","J",2018,"eurostat"
"hr","Y15-19",15,19,"M",4.9,"urti/inf","J00-J11",2018,"eurostat"
"hr","Y15-19",15,19,"M",8.7,"pneumonia","J12-J18",2018,"eurostat"
"hr","Y15-19",15,19,"M",5.4,"other lrti","J20-J22",2018,"eurostat"
"hu","Y15-19",15,19,"F",3.6,"all rt","J",2018,"eurostat"
"hu","Y15-19",15,19,"F",3.3,"urti/inf","J00-J11",2018,"eurostat"
"hu","Y15-19",15,19,"F",7.9,"pneumonia","J12-J18",2018,"eurostat"
"hu","Y15-19",15,19,"F",4,"other lrti","J20-J22",2018,"eurostat"
"hu","Y15-19",15,19,"M",4.3,"all rt","J",2018,"eurostat"
"hu","Y15-19",15,19,"M",3.5,"urti/inf","J00-J11",2018,"eurostat"
"hu","Y15-19",15,19,"M",7.4,"pneumonia","J12-J18",2018,"eurostat"
"hu","Y15-19",15,19,"M",3.5,"other lrti","J20-J22",2018,"eurostat"
"it","Y15-19",15,19,"F",3.6,"all rt","J",2018,"eurostat"
"it","Y15-19",15,19,"F",4.1,"urti/inf","J00-J11",2018,"eurostat"
"it","Y15-19",15,19,"F",7.9,"pneumonia","J12-J18",2018,"eurostat"
"it","Y15-19",15,19,"F",5.3,"other lrti","J20-J22",2018,"eurostat"
"it","Y15-19",15,19,"M",4.7,"all rt","J",2018,"eurostat"
"it","Y15-19",15,19,"M",3.9,"urti/inf","J00-J11",2018,"eurostat"
"it","Y15-19",15,19,"M",8,"pneumonia","J12-J18",2018,"eurostat"
"it","Y15-19",15,19,"M",4.8,"other lrti","J20-J22",2018,"eurostat"
"nl","Y15-19",15,19,"F",2,"all rt","J",2018,"eurostat"
"nl","Y15-19",15,19,"F",3.3,"urti/inf","J00-J11",2018,"eurostat"
"nl","Y15-19",15,19,"F",5.6,"pneumonia","J12-J18",2018,"eurostat"
"nl","Y15-19",15,19,"F",6.4,"other lrti","J20-J22",2018,"eurostat"
"nl","Y15-19",15,19,"M",3.2,"all rt","J",2018,"eurostat"
"nl","Y15-19",15,19,"M",3.3,"urti/inf","J00-J11",2018,"eurostat"
"nl","Y15-19",15,19,"M",4.9,"pneumonia","J12-J18",2018,"eurostat"
"nl","Y15-19",15,19,"M",7.8,"other lrti","J20-J22",2018,"eurostat"
"no","Y15-19",15,19,"F",2.8,"all rt","J",2018,"eurostat"
"no","Y15-19",15,19,"F",2,"urti/inf","J00-J11",2018,"eurostat"
"no","Y15-19",15,19,"F",4.2,"pneumonia","J12-J18",2018,"eurostat"
"no","Y15-19",15,19,"F",2.2,"other lrti","J20-J22",2018,"eurostat"
"no","Y15-19",15,19,"M",3.5,"all rt","J",2018,"eurostat"
"no","Y15-19",15,19,"M",2.1,"urti/inf","J00-J11",2018,"eurostat"
"no","Y15-19",15,19,"M",3.9,"pneumonia","J12-J18",2018,"eurostat"
"no","Y15-19",15,19,"M",2.8,"other lrti","J20-J22",2018,"eurostat"
"pl","Y15-19",15,19,"F",4.8,"all rt","J",2018,"eurostat"
"pl","Y15-19",15,19,"F",4.2,"urti/inf","J00-J11",2018,"eurostat"
"pl","Y15-19",15,19,"F",7.3,"pneumonia","J12-J18",2018,"eurostat"
"pl","Y15-19",15,19,"F",4.9,"other lrti","J20-J22",2018,"eurostat"
"pl","Y15-19",15,19,"M",5.2,"all rt","J",2018,"eurostat"
"pl","Y15-19",15,19,"M",4.2,"urti/inf","J00-J11",2018,"eurostat"
"pl","Y15-19",15,19,"M",7.9,"pneumonia","J12-J18",2018,"eurostat"
"pl","Y15-19",15,19,"M",4.4,"other lrti","J20-J22",2018,"eurostat"
"ro","Y15-19",15,19,"F",4.9,"all rt","J",2018,"eurostat"
"ro","Y15-19",15,19,"F",4.6,"urti/inf","J00-J11",2018,"eurostat"
"ro","Y15-19",15,19,"F",5.5,"pneumonia","J12-J18",2018,"eurostat"
"ro","Y15-19",15,19,"F",4.7,"other lrti","J20-J22",2018,"eurostat"
"ro","Y15-19",15,19,"M",4.8,"all rt","J",2018,"eurostat"
"ro","Y15-19",15,19,"M",4.4,"urti/inf","J00-J11",2018,"eurostat"
"ro","Y15-19",15,19,"M",5.5,"pneumonia","J12-J18",2018,"eurostat"
"ro","Y15-19",15,19,"M",4,"other lrti","J20-J22",2018,"eurostat"
"se","Y15-19",15,19,"F",3,"all rt","J",2018,"eurostat"
"se","Y15-19",15,19,"F",2.4,"urti/inf","J00-J11",2018,"eurostat"
"se","Y15-19",15,19,"F",5.3,"pneumonia","J12-J18",2018,"eurostat"
"se","Y15-19",15,19,"F",2.2,"other lrti","J20-J22",2018,"eurostat"
"se","Y15-19",15,19,"M",3.5,"all rt","J",2018,"eurostat"
"se","Y15-19",15,19,"M",2.6,"urti/inf","J00-J11",2018,"eurostat"
"se","Y15-19",15,19,"M",3.7,"pneumonia","J12-J18",2018,"eurostat"
"se","Y15-19",15,19,"M",5.5,"other lrti","J20-J22",2018,"eurostat"
"si","Y15-19",15,19,"F",3.5,"all rt","J",2018,"eurostat"
"si","Y15-19",15,19,"F",3,"urti/inf","J00-J11",2018,"eurostat"
"si","Y15-19",15,19,"F",5.9,"pneumonia","J12-J18",2018,"eurostat"
"si","Y15-19",15,19,"F",5.3,"other lrti","J20-J22",2018,"eurostat"
"si","Y15-19",15,19,"M",3.4,"all rt","J",2018,"eurostat"
"si","Y15-19",15,19,"M",3.8,"urti/inf","J00-J11",2018,"eurostat"
"si","Y15-19",15,19,"M",6.3,"pneumonia","J12-J18",2018,"eurostat"
"si","Y15-19",15,19,"M",3.4,"other lrti","J20-J22",2018,"eurostat"
"sk","Y15-19",15,19,"F",4.9,"all rt","J",2018,"eurostat"
"sk","Y15-19",15,19,"F",3.8,"urti/inf","J00-J11",2018,"eurostat"
"sk","Y15-19",15,19,"F",5.8,"pneumonia","J12-J18",2018,"eurostat"
"sk","Y15-19",15,19,"F",4.2,"other lrti","J20-J22",2018,"eurostat"
"sk","Y15-19",15,19,"M",5.4,"all rt","J",2018,"eurostat"
"sk","Y15-19",15,19,"M",3.8,"urti/inf","J00-J11",2018,"eurostat"
"sk","Y15-19",15,19,"M",6.8,"pneumonia","J12-J18",2018,"eurostat"
"sk","Y15-19",15,19,"M",4.3,"other lrti","J20-J22",2018,"eurostat"
"at","Y15-19",15,19,"F",3.2,"all rt","J",2018,"eurostat"
"at","Y15-19",15,19,"F",3,"urti/inf","J00-J11",2018,"eurostat"
"at","Y15-19",15,19,"F",5.2,"pneumonia","J12-J18",2018,"eurostat"
"at","Y15-19",15,19,"F",2.9,"other lrti","J20-J22",2018,"eurostat"
"at","Y15-19",15,19,"M",3.7,"all rt","J",2018,"eurostat"
"at","Y15-19",15,19,"M",3.4,"urti/inf","J00-J11",2018,"eurostat"
"at","Y15-19",15,19,"M",4.6,"pneumonia","J12-J18",2018,"eurostat"
"at","Y15-19",15,19,"M",3.4,"other lrti","J20-J22",2018,"eurostat"
"ie","Y15-19",15,19,"F",2.1,"all rt","J",2018,"eurostat"
"ie","Y15-19",15,19,"F",1.9,"urti/inf","J00-J11",2018,"eurostat"
"ie","Y15-19",15,19,"F",7.4,"pneumonia","J12-J18",2018,"eurostat"
"ie","Y15-19",15,19,"F",4.9,"other lrti","J20-J22",2018,"eurostat"
"ie","Y15-19",15,19,"M",2.5,"all rt","J",2018,"eurostat"
"ie","Y15-19",15,19,"M",1.8,"urti/inf","J00-J11",2018,"eurostat"
"ie","Y15-19",15,19,"M",4.8,"pneumonia","J12-J18",2018,"eurostat"
"ie","Y15-19",15,19,"M",3.9,"other lrti","J20-J22",2018,"eurostat"
"lt","Y15-19",15,19,"F",4.8,"all rt","J",2018,"eurostat"
"lt","Y15-19",15,19,"F",4.8,"urti/inf","J00-J11",2018,"eurostat"
"lt","Y15-19",15,19,"F",8.6,"pneumonia","J12-J18",2018,"eurostat"
"lt","Y15-19",15,19,"F",6,"other lrti","J20-J22",2018,"eurostat"
"lt","Y15-19",15,19,"M",5.1,"all rt","J",2018,"eurostat"
"lt","Y15-19",15,19,"M",4.7,"urti/inf","J00-J11",2018,"eurostat"
"lt","Y15-19",15,19,"M",8.2,"pneumonia","J12-J18",2018,"eurostat"
"lt","Y15-19",15,19,"M",5.2,"other lrti","J20-J22",2018,"eurostat"
"lv","Y15-19",15,19,"F",4.6,"all rt","J",2018,"eurostat"
"lv","Y15-19",15,19,"F",4.3,"urti/inf","J00-J11",2018,"eurostat"
"lv","Y15-19",15,19,"F",6.7,"pneumonia","J12-J18",2018,"eurostat"
"lv","Y15-19",15,19,"F",5,"other lrti","J20-J22",2018,"eurostat"
"lv","Y15-19",15,19,"M",4.6,"all rt","J",2018,"eurostat"
"lv","Y15-19",15,19,"M",4.3,"urti/inf","J00-J11",2018,"eurostat"
"lv","Y15-19",15,19,"M",6.4,"pneumonia","J12-J18",2018,"eurostat"
"lv","Y15-19",15,19,"M",4.8,"other lrti","J20-J22",2018,"eurostat"
"rs","Y15-19",15,19,"F",5.6,"all rt","J",2018,"eurostat"
"rs","Y15-19",15,19,"F",5.4,"urti/inf","J00-J11",2018,"eurostat"
"rs","Y15-19",15,19,"F",8.9,"pneumonia","J12-J18",2018,"eurostat"
"rs","Y15-19",15,19,"F",5.5,"other lrti","J20-J22",2018,"eurostat"
"rs","Y15-19",15,19,"M",6.5,"all rt","J",2018,"eurostat"
"rs","Y15-19",15,19,"M",6.7,"urti/inf","J00-J11",2018,"eurostat"
"rs","Y15-19",15,19,"M",8.6,"pneumonia","J12-J18",2018,"eurostat"
"rs","Y15-19",15,19,"M",5.3,"other lrti","J20-J22",2018,"eurostat"
"de","Y15-19",15,19,"F",4.4,"all rt","J",2017,"eurostat"
"de","Y15-19",15,19,"F",3.2,"urti/inf","J00-J11",2017,"eurostat"
"de","Y15-19",15,19,"F",5.8,"pneumonia","J12-J18",2017,"eurostat"
"de","Y15-19",15,19,"F",3.1,"other lrti","J20-J22",2017,"eurostat"
"de","Y15-19",15,19,"M",4.5,"all rt","J",2017,"eurostat"
"de","Y15-19",15,19,"M",3.1,"urti/inf","J00-J11",2017,"eurostat"
"de","Y15-19",15,19,"M",6.2,"pneumonia","J12-J18",2017,"eurostat"
"de","Y15-19",15,19,"M",3.4,"other lrti","J20-J22",2017,"eurostat"
"is","Y15-19",15,19,"F",1.7,"all rt","J",2017,"eurostat"
"is","Y15-19",15,19,"F",1.6,"urti/inf","J00-J11",2017,"eurostat"
"is","Y15-19",15,19,"F",3.3,"pneumonia","J12-J18",2017,"eurostat"
"is","Y15-19",15,19,"M",2.9,"all rt","J",2017,"eurostat"
"is","Y15-19",15,19,"M",1.7,"urti/inf","J00-J11",2017,"eurostat"
"is","Y15-19",15,19,"M",2.3,"pneumonia","J12-J18",2017,"eurostat"
"is","Y15-19",15,19,"M",1,"other lrti","J20-J22",2014,"eurostat"
"mt","Y15-19",15,19,"F",3,"all rt","J",2017,"eurostat"
"mt","Y15-19",15,19,"F",2.6,"urti/inf","J00-J11",2017,"eurostat"
"mt","Y15-19",15,19,"F",3,"pneumonia","J12-J18",2016,"eurostat"
"mt","Y15-19",15,19,"F",5.4,"other lrti","J20-J22",2017,"eurostat"
"mt","Y15-19",15,19,"M",3.5,"all rt","J",2017,"eurostat"
"mt","Y15-19",15,19,"M",5.6,"urti/inf","J00-J11",2017,"eurostat"
"mt","Y15-19",15,19,"M",4.8,"pneumonia","J12-J18",2017,"eurostat"
"mt","Y15-19",15,19,"M",2.7,"other lrti","J20-J22",2017,"eurostat"
"dk","Y15-19",15,19,"F",2.4,"all rt","J",2016,"eurostat"
"dk","Y15-19",15,19,"F",1.8,"urti/inf","J00-J11",2016,"eurostat"
"dk","Y15-19",15,19,"F",3.4,"pneumonia","J12-J18",2016,"eurostat"
"dk","Y15-19",15,19,"F",1.9,"other lrti","J20-J22",2016,"eurostat"
"dk","Y15-19",15,19,"M",3.4,"all rt","J",2016,"eurostat"
"dk","Y15-19",15,19,"M",1.8,"urti/inf","J00-J11",2016,"eurostat"
"dk","Y15-19",15,19,"M",3.7,"pneumonia","J12-J18",2016,"eurostat"
"dk","Y15-19",15,19,"M",1.5,"other lrti","J20-J22",2016,"eurostat"
"tr","Y15-19",15,19,"F",3.1,"all rt","J",2015,"eurostat"
"tr","Y15-19",15,19,"F",3.2,"urti/inf","J00-J11",2015,"eurostat"
"tr","Y15-19",15,19,"F",6.9,"pneumonia","J12-J18",2015,"eurostat"
"tr","Y15-19",15,19,"F",4,"other lrti","J20-J22",2015,"eurostat"
"tr","Y15-19",15,19,"M",3.3,"all rt","J",2015,"eurostat"
"tr","Y15-19",15,19,"M",2,"urti/inf","J00-J11",2015,"eurostat"
"tr","Y15-19",15,19,"M",7.8,"pneumonia","J12-J18",2015,"eurostat"
"tr","Y15-19",15,19,"M",3.9,"other lrti","J20-J22",2015,"eurostat"
"gb","Y15-19",15,19,"F",2.4,"all rt","J",2016,"eurostat"
"gb","Y15-19",15,19,"F",1.5,"urti/inf","J00-J11",2016,"eurostat"
"gb","Y15-19",15,19,"F",5.9,"pneumonia","J12-J18",2016,"eurostat"
"gb","Y15-19",15,19,"F",3.2,"other lrti","J20-J22",2016,"eurostat"
"gb","Y15-19",15,19,"M",2.9,"all rt","J",2016,"eurostat"
"gb","Y15-19",15,19,"M",1.7,"urti/inf","J00-J11",2016,"eurostat"
"gb","Y15-19",15,19,"M",5.8,"pneumonia","J12-J18",2016,"eurostat"
"gb","Y15-19",15,19,"M",4,"other lrti","J20-J22",2016,"eurostat"
"lu","Y15-19",15,19,"F",2.5,"all rt","J",2016,"eurostat"
"lu","Y15-19",15,19,"F",2,"urti/inf","J00-J11",2016,"eurostat"
"lu","Y15-19",15,19,"F",10.5,"pneumonia","J12-J18",2016,"eurostat"
"lu","Y15-19",15,19,"F",3,"other lrti","J20-J22",2016,"eurostat"
"lu","Y15-19",15,19,"M",2.8,"all rt","J",2016,"eurostat"
"lu","Y15-19",15,19,"M",2,"urti/inf","J00-J11",2016,"eurostat"
"lu","Y15-19",15,19,"M",3.8,"pneumonia","J12-J18",2016,"eurostat"
"lu","Y15-19",15,19,"M",6.3,"other lrti","J20-J22",2016,"eurostat"
"pt","Y15-19",15,19,"F",4.2,"all rt","J",2015,"eurostat"
"pt","Y15-19",15,19,"F",4.8,"urti/inf","J00-J11",2015,"eurostat"
"pt","Y15-19",15,19,"F",8.3,"pneumonia","J12-J18",2015,"eurostat"
"pt","Y15-19",15,19,"F",7.2,"other lrti","J20-J22",2015,"eurostat"
"pt","Y15-19",15,19,"M",5.3,"all rt","J",2015,"eurostat"
"pt","Y15-19",15,19,"M",4.5,"urti/inf","J00-J11",2015,"eurostat"
"pt","Y15-19",15,19,"M",10.7,"pneumonia","J12-J18",2015,"eurostat"
"pt","Y15-19",15,19,"M",5.4,"other lrti","J20-J22",2015,"eurostat"
"be","Y20-24",20,24,"F",2.1,"all rt","J",2018,"eurostat"
"be","Y20-24",20,24,"F",2.1,"urti/inf","J00-J11",2018,"eurostat"
"be","Y20-24",20,24,"F",4.8,"pneumonia","J12-J18",2018,"eurostat"
"be","Y20-24",20,24,"F",3.6,"other lrti","J20-J22",2018,"eurostat"
"be","Y20-24",20,24,"M",3,"all rt","J",2018,"eurostat"
"be","Y20-24",20,24,"M",2.2,"urti/inf","J00-J11",2018,"eurostat"
"be","Y20-24",20,24,"M",5.8,"pneumonia","J12-J18",2018,"eurostat"
"be","Y20-24",20,24,"M",5.1,"other lrti","J20-J22",2018,"eurostat"
"ch","Y20-24",20,24,"F",2.8,"all rt","J",2018,"eurostat"
"ch","Y20-24",20,24,"F",2.8,"urti/inf","J00-J11",2018,"eurostat"
"ch","Y20-24",20,24,"F",4.4,"pneumonia","J12-J18",2018,"eurostat"
"ch","Y20-24",20,24,"F",3.1,"other lrti","J20-J22",2018,"eurostat"
"ch","Y20-24",20,24,"M",3,"all rt","J",2018,"eurostat"
"ch","Y20-24",20,24,"M",2.9,"urti/inf","J00-J11",2018,"eurostat"
"ch","Y20-24",20,24,"M",4.7,"pneumonia","J12-J18",2018,"eurostat"
"ch","Y20-24",20,24,"M",3.9,"other lrti","J20-J22",2018,"eurostat"
"cy","Y20-24",20,24,"F",4.1,"all rt","J",2018,"eurostat"
"cy","Y20-24",20,24,"F",3.3,"urti/inf","J00-J11",2018,"eurostat"
"cy","Y20-24",20,24,"F",3.5,"pneumonia","J12-J18",2018,"eurostat"
"cy","Y20-24",20,24,"F",6.5,"other lrti","J20-J22",2018,"eurostat"
"cy","Y20-24",20,24,"M",3.9,"all rt","J",2018,"eurostat"
"cy","Y20-24",20,24,"M",3.1,"urti/inf","J00-J11",2018,"eurostat"
"cy","Y20-24",20,24,"M",4.6,"pneumonia","J12-J18",2018,"eurostat"
"cy","Y20-24",20,24,"M",4.8,"other lrti","J20-J22",2018,"eurostat"
"cz","Y20-24",20,24,"F",5.2,"all rt","J",2018,"eurostat"
"cz","Y20-24",20,24,"F",3.7,"urti/inf","J00-J11",2018,"eurostat"
"cz","Y20-24",20,24,"F",8.7,"pneumonia","J12-J18",2018,"eurostat"
"cz","Y20-24",20,24,"F",3.3,"other lrti","J20-J22",2018,"eurostat"
"cz","Y20-24",20,24,"M",5.6,"all rt","J",2018,"eurostat"
"cz","Y20-24",20,24,"M",3.8,"urti/inf","J00-J11",2018,"eurostat"
"cz","Y20-24",20,24,"M",8.7,"pneumonia","J12-J18",2018,"eurostat"
"cz","Y20-24",20,24,"M",4.4,"other lrti","J20-J22",2018,"eurostat"
"es","Y20-24",20,24,"F",2.7,"all rt","J",2018,"eurostat"
"es","Y20-24",20,24,"F",2.8,"urti/inf","J00-J11",2018,"eurostat"
"es","Y20-24",20,24,"F",5.5,"pneumonia","J12-J18",2018,"eurostat"
"es","Y20-24",20,24,"F",3.8,"other lrti","J20-J22",2018,"eurostat"
"es","Y20-24",20,24,"M",3.3,"all rt","J",2018,"eurostat"
"es","Y20-24",20,24,"M",2.8,"urti/inf","J00-J11",2018,"eurostat"
"es","Y20-24",20,24,"M",5.9,"pneumonia","J12-J18",2018,"eurostat"
"es","Y20-24",20,24,"M",4.7,"other lrti","J20-J22",2018,"eurostat"
"fi","Y20-24",20,24,"F",2.7,"all rt","J",2018,"eurostat"
"fi","Y20-24",20,24,"F",2.2,"urti/inf","J00-J11",2018,"eurostat"
"fi","Y20-24",20,24,"F",3.4,"pneumonia","J12-J18",2018,"eurostat"
"fi","Y20-24",20,24,"F",3.1,"other lrti","J20-J22",2018,"eurostat"
"fi","Y20-24",20,24,"M",3.8,"all rt","J",2018,"eurostat"
"fi","Y20-24",20,24,"M",2.7,"urti/inf","J00-J11",2018,"eurostat"
"fi","Y20-24",20,24,"M",4.7,"pneumonia","J12-J18",2018,"eurostat"
"fi","Y20-24",20,24,"M",1.8,"other lrti","J20-J22",2018,"eurostat"
"fr","Y20-24",20,24,"F",2.8,"all rt","J",2018,"eurostat"
"fr","Y20-24",20,24,"F",2.4,"urti/inf","J00-J11",2018,"eurostat"
"fr","Y20-24",20,24,"F",5,"pneumonia","J12-J18",2018,"eurostat"
"fr","Y20-24",20,24,"F",3.6,"other lrti","J20-J22",2018,"eurostat"
"fr","Y20-24",20,24,"M",4,"all rt","J",2018,"eurostat"
"fr","Y20-24",20,24,"M",2.7,"urti/inf","J00-J11",2018,"eurostat"
"fr","Y20-24",20,24,"M",6.2,"pneumonia","J12-J18",2018,"eurostat"
"fr","Y20-24",20,24,"M",4.6,"other lrti","J20-J22",2018,"eurostat"
"hr","Y20-24",20,24,"F",3.8,"all rt","J",2018,"eurostat"
"hr","Y20-24",20,24,"F",4.4,"urti/inf","J00-J11",2018,"eurostat"
"hr","Y20-24",20,24,"F",11.4,"pneumonia","J12-J18",2018,"eurostat"
"hr","Y20-24",20,24,"F",4.7,"other lrti","J20-J22",2018,"eurostat"
"hr","Y20-24",20,24,"M",5.1,"all rt","J",2018,"eurostat"
"hr","Y20-24",20,24,"M",4,"urti/inf","J00-J11",2018,"eurostat"
"hr","Y20-24",20,24,"M",8.7,"pneumonia","J12-J18",2018,"eurostat"
"hr","Y20-24",20,24,"M",8.3,"other lrti","J20-J22",2018,"eurostat"
"hu","Y20-24",20,24,"F",3.1,"all rt","J",2018,"eurostat"
"hu","Y20-24",20,24,"F",3.3,"urti/inf","J00-J11",2018,"eurostat"
"hu","Y20-24",20,24,"F",6.9,"pneumonia","J12-J18",2018,"eurostat"
"hu","Y20-24",20,24,"F",4.7,"other lrti","J20-J22",2018,"eurostat"
"hu","Y20-24",20,24,"M",3.8,"all rt","J",2018,"eurostat"
"hu","Y20-24",20,24,"M",3.4,"urti/inf","J00-J11",2018,"eurostat"
"hu","Y20-24",20,24,"M",7.5,"pneumonia","J12-J18",2018,"eurostat"
"hu","Y20-24",20,24,"M",5.3,"other lrti","J20-J22",2018,"eurostat"
"it","Y20-24",20,24,"F",3.7,"all rt","J",2018,"eurostat"
"it","Y20-24",20,24,"F",4.3,"urti/inf","J00-J11",2018,"eurostat"
"it","Y20-24",20,24,"F",9,"pneumonia","J12-J18",2018,"eurostat"
"it","Y20-24",20,24,"F",5.1,"other lrti","J20-J22",2018,"eurostat"
"it","Y20-24",20,24,"M",4.5,"all rt","J",2018,"eurostat"
"it","Y20-24",20,24,"M",4,"urti/inf","J00-J11",2018,"eurostat"
"it","Y20-24",20,24,"M",8.3,"pneumonia","J12-J18",2018,"eurostat"
"it","Y20-24",20,24,"M",6,"other lrti","J20-J22",2018,"eurostat"
"nl","Y20-24",20,24,"F",1.8,"all rt","J",2018,"eurostat"
"nl","Y20-24",20,24,"F",2.4,"urti/inf","J00-J11",2018,"eurostat"
